124.05061	0	14
312.53403	0	18
247.96794	1	17
417.51755	0	14
343.6147	1	13
330.8529	1	18
416.7287	0	19
418.94244	1	16
430.71817	1	16
207.90732	0	17
203.62943	0	17
231.35846	1	18
271.98352	1	18
603.2932	0	15
1611.662	0	19
1386.9401	1	14
1262.063	1	14
618.0981	1	14
1269.4087	1	15
594.57336	0	15
4570.076	1	8
124.65645	0	14
294.5268	1	14
274.8936	0	15
229.67276	0	16
268.58945	0	16
367.1088	0	16
157.2285	0	17
114.61166	0	17
205.19687	0	19
196.62637	0	18
148.36484	0	17
246.65718	1	16
221.65436	1	14
1596.936	0	11
362.31628	0	13
460.99142	0	14
331.87332	0	19
368.2916	0	19
98.04002	1	12
113.74436	1	13
115.241264	1	13
174.89871	1	12
183.86275	1	12
182.9923	1	13
209.32036	0	14
159.84224	1	12
412.5571	1	13
1480.3864	1	11
1615.6993	1	11
1615.6993	1	12
1119.007	0	10
1881.9717	0	11
388.47275	1	16
425.7627	0	15
302.96906	1	16
392.01144	0	15
1177.1278	1	9
357.8574	1	10
504.9371	1	17
1319.508	1	15
692.918	1	18
529.7421	0	17
186.1732	1	10
1002.6572	1	12
495.4849	0	10
1884.08	1	19
874.2605	0	15
267.83615	0	16
56.976627	0	15
360.61597	0	17
448.00848	0	16
583.4011	1	14
326.39798	0	18
171.90977	1	12
159.23547	0	12
322.20807	1	16
172.34297	0	17
371.51532	1	22
416.63434	1	24
351.98828	0	15
81.76245	0	17
75.15104	0	16
335.62445	0	17
272.37625	0	17
837.5821	0	19
487.3804	1	12
1492.9807	0	12
423.269	1	17
558.4637	0	18
603.4037	1	22
510.86115	1	21
94.70389	1	13
153.22473	1	12
522.51874	1	16
257.82877	1	17
148.41359	1	12
318.13397	1	11
495.92502	1	16
1179.941	0	15
1576.2982	1	15
388.71884	1	12
695.564	0	11
355.77908	0	17
1820.5842	0	16
115.80042	1	12
241.5329	1	11
237.40228	1	11
195.37383	1	12
144.24644	1	11
137.41022	1	10
141.651	1	10
47.1514	1	13
187.45192	1	13
922.2282	0	12
111.69295	0	12
272.97357	1	10
337.62866	1	10
600.6848	1	12
915.03436	1	8
1478.9258	1	8
366.14465	1	10
163.72394	1	10
835.8565	1	11
395.3033	1	11
298.2822	0	11
375.99002	0	11
307.47052	0	8
1515.8035	1	10
181.69469	1	13
1149.6498	1	11
1305.7775	0	12
1963.7104	0	10
452.53574	1	18
401.2754	1	18
480.27017	1	18
431.36008	1	20
448.85202	0	20
328.97174	1	21
345.00464	0	21
511.40198	1	24
554.0041	0	24
303.75598	1	16
190.81004	1	17
328.8278	1	16
212.2759	1	17
744.2494	1	23
806.24915	0	23
1084.0239	1	15
958.2411	1	14
363.16852	0	17
683.45325	1	15
670.4761	1	14
771.3207	0	14
299.10944	0	17
338.32986	0	17
790.9064	1	17
630.8868	1	18
975.35736	0	19
1427.6661	1	14
1461.6282	1	14
2517.4717	0	16
2880.0442	0	16
925.41534	1	16
949.82294	1	16
1009.53723	1	16
1342.9832	0	16
1446.2112	0	16
1381.631	0	16
1239.0442	0	16
769.04407	1	21
558.153	1	25
933.1708	1	27
661.48975	1	21
910.0495	1	11
1097.2844	1	23
623.3221	0	24
1070.8308	0	21
1236.7274	0	23
1213.919	0	22
865.9419	0	11
267.1204	0	11
383.7873	1	19
936.62213	1	22
599.8413	0	30
521.169	0	31
348.74136	0	25
401.47083	1	26
370.60217	0	26
387.56134	0	22
915.5808	0	21
888.0785	0	19
45.50356	1	9
257.47617	1	10
4520.212	1	15
245.31204	1	7
260.66977	1	10
318.2464	1	7
336.32742	1	6
447.50842	1	6
452.39398	1	6
378.35413	0	6
383.02914	0	6
460.40314	1	6
163.88664	0	6
245.27661	1	6
264.34756	1	6
220.609	0	6
91.33338	1	9
1128.9219	1	11
1223.1033	1	11
647.8743	1	10
885.68024	1	11
480.9648	1	10
595.479	1	7
4807.4014	1	7
221.23157	1	8
44.969845	0	5
62.752224	0	5
206.51003	1	8
178.88213	1	8
142.47127	1	9
318.31683	1	8
215.79567	1	10
507.37964	1	8
279.89157	1	8
444.41544	1	8
444.41544	0	8
139.67398	1	5
182.0184	0	5
139.67398	0	5
3157.8472	1	7
1301.1866	0	7
543.512	1	11
3996.0522	1	7
116.98318	0	6
163.16133	1	6
4551.8643	1	10
6113.3213	0	12
1843.3407	1	12
2684.755	0	11
1429.1238	1	11
1098.4634	0	14
1058.5552	0	13
1284.0157	0	13
1383.3911	1	11
152.06438	1	5
2155.9963	1	8
14886.067	1	8
482.29984	1	10
2371.2827	1	15
769.42773	0	13
787.9894	1	14
94.7538	1	13
460.949	1	13
107.99012	1	11
571.91693	1	14
634.08124	1	11
1059.5105	1	11
554.7249	0	6
975.45874	1	8
756.793	1	12
2308.1677	0	11
1024.5074	1	13
5688.5986	1	12
4178.7866	1	10
739.65546	0	14
885.8783	1	13
1869.779	1	14
40.446083	1	5
81.854515	1	5
369.6054	1	6
3286.4517	1	7
3856.848	1	7
772.51105	0	6
1999.5082	0	7
471.45908	1	12
550.55054	1	10
169.82597	1	9
252.95383	0	10
602.0334	0	6
888.541	0	10
375.07568	1	8
1450.6902	0	12
969.0078	0	11
814.83356	0	11
50.074528	1	5
487.39203	1	6
79.10346	1	5
287.0889	1	6
591.67896	1	10
4047.6973	1	8
575.41504	1	11
467.7384	1	11
329.33228	0	11
242.89299	0	8
445.1047	0	8
422.55112	0	10
299.36282	1	8
506.53284	0	8
4691.3247	0	7
81.58977	0	8
671.53735	1	9
1574.0922	1	12
1927.7878	0	12
1493.5824	0	11
116.49155	1	6
865.5906	1	6
385.4399	0	7
654.7328	1	7
49.66501	1	9
463.1381	1	11
476.65472	1	14
378.3736	0	14
365.12247	0	13
440.98682	1	9
1970.852	1	10
1283.1191	1	10
1262.3735	0	8
2577.7334	1	7
2369.7693	1	7
298.86392	1	6
27.120647	1	8
48.289734	0	8
522.34607	1	9
538.3808	0	9
42.609737	1	8
36.07065	0	8
8255.569	1	8
29411.182	0	7
1208.437	1	7
9175.511	0	8
103.39637	0	10
440.61353	0	9
484.69177	1	5
92.70963	1	10
229.98477	1	8
4440.691	0	7
12327.01	0	7
111.44142	1	9
127.87988	1	9
3784.0322	1	7
53.31729	1	8
650.34674	0	9
252.25159	1	10
532.10974	1	6
62.04773	1	6
7.965126	0	5
71.11942	1	5
53.520428	0	9
60.028107	1	9
112.6204	1	6
32.66452	1	6
32.66452	1	6
586.30566	1	10
831.17377	1	8
508.215	1	10
520.08044	0	11
288.66464	1	17
128.30798	1	14
248.29402	1	17
1368.2936	1	15
126.4086	1	10
545.76337	1	9
137.7873	1	14
48.268944	1	9
581.44073	1	9
94.12596	1	7
368.8327	1	10
338.55902	1	6
130.89336	1	13
147.48476	0	18
75.842804	1	5
217.1897	0	16
203.7554	0	17
217.1897	0	16
1031.9856	0	8
842.55804	1	8
106.0073	1	8
464.7617	1	14
1325.0939	0	7
292.40887	0	8
1155.141	1	8
48.864655	0	8
406.32138	0	10
1109.7535	1	10
274.87222	1	9
405.65506	1	9
1458.4973	1	11
131.34966	1	6
12.247253	1	9
70.85137	1	6
145.47786	1	6
634.8085	0	6
27.483473	1	6
105.15481	0	8
181.49042	1	8
590.038	1	8
1474.8561	1	11
5160.2896	1	7
338.28244	1	9
134.80382	1	9
263.44946	1	11
130.49303	1	10
4866.83	1	7
8027.6055	0	8
472.20737	0	9
505.57895	0	10
2514.416	1	11
653.9546	1	10
59.495903	1	6
62.58933	1	9
233.4703	1	11
64.17055	0	9
229.31831	0	11
1239.1925	1	7
397.3949	0	10
582.87506	0	7
216.39249	0	10
2571.7654	1	8
653.33496	1	11
208.84987	0	11
208.84987	1	11
261.7811	1	8
80.74468	1	9
2394.9631	1	7
1864.1473	1	8
362.00977	1	7
53079.1	1	7
6231.518	1	6
204.12222	1	9
127.57438	1	10
95.53012	1	8
2313.6797	1	8
1217.6194	1	7
149.58667	1	7
520.6973	1	9
30.518703	1	7
30.518703	1	7
4.9068274	1	6
1426.8876	1	12
230.79068	1	14
101.80898	1	7
39.46078	1	9
198.89273	1	7
1691.5549	1	6
13739.975	1	8
1842.2107	1	10
7696.395	1	8
593.4466	1	10
7193.1343	1	7
19.629595	1	8
295.99976	1	7
293.2163	1	6
560.67883	1	6
2829.077	1	6
1108.6746	1	6
3127.9404	1	11
2218.7178	0	10
1895.837	1	7
271.7796	1	6
29.339762	0	6
1455.9111	0	8
1320.9025	0	7
2135.5674	1	7
231.8896	0	7
54.62773	1	8
1120.7894	0	8
307.15048	0	9
6.034983	0	8
4467.1196	1	7
282.88635	0	8
27606.729	1	8
301.0256	1	9
3792.8296	0	8
15080.886	1	7
11387.819	1	7
22.469894	1	8
69.4897	0	7
18.314917	1	6
1431.5306	0	6
130.49303	0	10
123.36629	1	8
263.44946	0	11
7767.0254	1	7
307.49268	1	10
870.28876	0	8
379.82736	1	11
276.7058	1	15
191.2118	1	9
143.3053	1	9
301.3174	1	9
261.0057	1	9
102.40147	1	9
112.71495	1	9
1691.3615	1	9
3917.1624	1	8
587.9636	1	8
3912.559	1	7
299.41495	1	9
3912.559	0	8
406.5464	1	9
3339.371	1	8
387.71884	1	9
2394.9631	1	8
25.84516	1	9
19.193396	1	9
170.41725	1	9
302.36923	1	10
30.427546	0	9
38.249474	1	9
264.09006	1	11
390.67108	1	12
688.49774	1	11
478.9924	0	12
209.7822	0	13
239.90962	1	9
347.91702	0	9
150.89064	1	9
63.344387	0	9
812.5289	1	8
812.5289	0	8
67.19192	1	9
20.362501	0	9
69.7637	1	9
21.66508	0	9
23.644703	1	9
76.13827	0	9
1668.1234	0	8
1874.7383	1	8
138.43645	1	9
368.8146	1	8
778.5124	1	11
338.7021	1	10
126.24373	1	9
365.43335	1	12
224.5247	1	9
1958.1582	1	7
298.16702	1	8
302.73743	0	8
90.580414	1	9
101.34497	1	8
43.991173	1	6
1777.3066	1	8
850.4225	1	11
303.05142	1	11
241.62863	1	15
33.592712	1	13
3647.96	1	11
595.0518	1	11
465.35	1	14
325.27588	1	19
480.1667	1	16
966.8418	1	19
308.11646	1	15
130.51593	1	21
1577.9541	1	6
578.1293	1	7
1345.3367	1	7
2508.2812	0	6
1675.3	0	7
953.85645	1	6
453.30005	1	7
2902.5261	1	8
1451.9254	1	6
827.6369	1	7
1051.3972	1	8
12427.2705	1	7
8504.797	1	8
9758.352	1	7
14520.75	0	7
13016.54	0	7
2822.2092	0	11
3111.1167	0	11
3611.0518	0	11
767.1344	0	10
864.23	1	10
1016.20465	1	10
6630.7095	0	7
10419.579	1	7
374.2164	0	7
275.5026	1	7
358.75525	1	7
309.99643	1	8
3874.6436	1	8
653.19543	1	11
695.54376	1	11
455.91455	0	8
3246.1907	0	7
1936.5339	0	7
51.209206	0	8
317.97064	0	9
395.35498	1	8
644.4604	1	9
447.76993	0	7
2724.993	0	7
393.83353	0	6
696.3661	1	13
666.72046	1	10
7910.856	1	8
43.7142	1	11
1126.537	0	10
675.63605	0	7
2822.4812	1	7
543.8682	0	9
3618.2185	0	7
491.4108	1	5
141.47658	0	7
578.0347	1	7
94.17336	0	9
619.04285	1	7
62.793262	0	9
3439.714	1	8
100.03921	0	10
174.244	0	9
140.74088	0	9
289.18457	0	12
1267.46	0	11
211.13174	0	9
885.00476	0	11
749.05225	0	8
55.902397	0	9
487.32138	0	11
502.206	0	10
133.08327	0	9
500.6165	0	12
723.7893	1	12
518.13336	0	10
353.918	1	10
192.49402	0	13
201.09209	1	13
1302.163	0	12
1104.654	1	12
694.1509	0	10
649.4908	1	10
348.49036	1	13
395.30295	0	12
337.8778	0	10
270.13434	1	10
179.46043	0	13
194.97484	1	13
6.034983	1	8
211.16295	1	12
427.3066	1	11
143.52858	1	8
234.25772	1	9
73.86774	1	8
200.9001	1	10
40.473034	0	9
72.20037	1	5
73.40453	0	5
88.37675	0	5
97.1061	0	5
74.02108	1	5
71.04594	1	5
87.14581	1	5
171.52216	0	10
228.66513	0	10
179.46342	1	10
10.836295	1	5
62.02596	1	7
30.498919	0	6
271.54617	1	5
764.07806	0	8
71.43302	1	9
501.57227	1	8
318.07104	0	9
774.22986	1	10
851.5274	1	8
435.38452	1	10
469.17874	1	9
485.8821	1	9
439.24454	1	9
1266.0428	0	8
1924.7557	1	7
2222.1672	1	7
3605.4531	1	7
244.79416	1	7
2513.548	0	8
4272.6567	0	8
323.02554	0	8
238.38931	1	9
248.78146	1	9
189.73572	0	9
197.73094	0	9
175.41278	0	9
356.4223	0	9
365.10297	0	9
322.94208	0	9
1223.8938	1	10
1078.9506	1	10
47.772575	1	8
45.74262	0	8
197.41373	0	10
202.73672	1	10
174.21825	1	12
273.25983	0	10
173.90726	1	13
299.5953	0	12
50.166973	1	14
37.614395	0	13
372.7294	1	7
475.92502	1	8
253.37343	1	8
4500.962	1	8
895.2491	1	8
416.2596	1	8
1150.2562	1	7
773.0029	1	7
67.73063	1	7
4423.619	0	8
321.4624	0	8
528.65607	1	7
822.8734	1	7
288.34396	0	6
353.0695	0	7
114.52141	1	9
138.53075	1	10
114.168526	1	10
150.03464	1	11
605.9266	0	16
1545.1215	1	15
21899.328	0	7
12136.568	0	8
828.3353	1	10
63.782475	1	10
19.688597	1	10
66.889786	1	11
151.98804	1	9
223.70514	1	11
338.56143	0	14
133.68417	0	11
394.1418	0	15
581.0724	1	16
304.79105	0	18
1217.9213	0	15
180.15028	0	19
276.619	0	12
349.32104	0	11
241.31854	0	13
35.880928	1	12
177.83493	1	17
137.00844	0	16
328.59064	1	12
49.289333	1	11
105.05237	1	11
225.05968	1	11
71.53644	0	10
54.304314	0	11
181.04631	0	10
285.2379	0	11
63.902298	0	11
101.96387	0	11
177.16501	0	16
372.4341	0	17
247.94441	0	21
545.28735	0	19
414.64822	1	17
426.0915	1	22
329.99124	0	14
106.426	0	21
93.19834	0	17
177.98865	1	11
71.08199	0	9
361.99698	1	11
392.37988	0	15
120.06119	0	25
111.640976	0	17
141.23372	1	14
259.4201	1	15
1445.8306	1	12
507.17886	1	23
189.1988	1	16
157.56113	0	11
395.1531	1	5
62.710884	1	5
5837.78	0	8
3073.7834	0	8
1120.8451	0	12
442.31653	1	12
319.90115	1	9
570.286	1	12
386.52158	1	15
301.6922	1	10
272.64264	1	12
40.03995	1	15
69.12353	1	13
1412.7946	1	7
529.77496	1	20
563.1702	0	23
916.28046	1	15
139.55621	1	21
534.388	0	18
422.3547	0	17
501.6531	1	8
820.5464	1	11
527.5888	1	11
14.300426	0	11
876.5764	0	19
99.20529	0	9
102.49927	0	13
256.1651	0	17
1182.8671	1	11
427.7098	1	22
2306.4019	0	15
1354.1199	0	6
2714.9077	0	7
273.63144	1	12
112.473404	1	14
107.98945	1	14
276.22385	1	15
1707.2446	1	15
245.49307	1	15
120.19712	0	17
306.53992	0	18
250.84999	0	14
148.92577	1	11
295.69702	1	11
544.465	1	11
337.41782	1	22
167.69296	1	21
466.70956	0	17
205.48807	1	17
369.25574	1	19
357.09427	1	10
783.6267	1	12
183.89212	1	13
458.03976	1	10
779.1794	0	13
245.27637	1	11
195.89342	1	9
430.6533	1	14
142.90092	1	23
1272.2562	1	20
110.67176	0	18
871.8343	0	16
1077.2428	1	16
460.00836	1	22
618.4513	0	6
1829.3289	1	7
2492.247	0	6
6944.1675	1	8
6983.616	0	8
5164.7207	1	8
4382.4683	0	8
6635.8145	1	7
1410.4219	0	6
643.5425	1	8
9359.373	0	7
345.67502	1	8
313.00992	1	15
197.51976	1	14
271.91595	0	15
278.13553	1	9
836.6536	0	8
262.56058	1	9
488.4392	0	10
36.812286	1	5
31.582626	1	9
1010.34143	1	11
72.754364	1	10
65.09527	1	10
84.93108	0	9
69.9422	0	9
1299.1984	0	6
532.85315	0	9
117.9968	1	10
262.64395	1	14
84.3553	1	9
216.0813	0	13
538.0741	1	12
856.17175	0	11
189.20937	1	10
305.59406	1	10
263.6952	1	9
549.2228	1	12
4118.4404	1	10
100.210754	1	9
691.50726	1	7
360.48013	0	7
3731.521	0	7
2796.2664	0	7
2530.916	1	7
